alternative_id,dataset_id,g1,g2,g3,g4,class_label,class_index
a846,mcs_lev,0.25,0.5,1.0,0.75,Cl3,3
a847,mcs_lev,0.5,1.0,1.0,0.0,Cl3,3
a848,mcs_lev,0.0,0.5,1.0,0.25,Cl2,2
a849,mcs_lev,1.0,0.75,0.0,0.75,Cl4,4
a850,mcs_lev,0.25,0.75,0.5,0.0,Cl2,2
a851,mcs_lev,0.0,0.0,0.25,0.0,Cl1,1
a852,mcs_lev,0.0,0.75,0.75,1.0,Cl3,3
a853,mcs_lev,0.75,0.25,0.75,0.5,Cl3,3
a854,mcs_lev,1.0,0.25,0.0,0.5,Cl3,3
a855,mcs_lev,0.5,1.0,1.0,0.5,Cl4,4
a856,mcs_lev,1.0,0.0,0.0,0.5,Cl2,2
a857,mcs_lev,0.75,0.0,0.5,1.0,Cl3,3
a858,mcs_lev,0.5,0.5,0.75,0.5,Cl3,3
a859,mcs_lev,0.5,1.0,1.0,0.25,Cl4,4
a860,mcs_lev,1.0,0.5,0.5,1.0,Cl4,4
a861,mcs_lev,0.5,0.25,0.75,0.75,Cl3,3
a862,mcs_lev,0.25,0.25,0.5,1.0,Cl2,2
a863,mcs_lev,1.0,0.75,0.75,0.5,Cl4,4
a864,mcs_lev,1.0,0.0,0.75,0.75,Cl3,3
a865,mcs_lev,0.25,0.25,1.0,0.25,Cl2,2
a866,mcs_lev,0.5,0.75,1.0,1.0,Cl4,4
a867,mcs_lev,0.25,0.5,1.0,1.0,Cl3,3
a868,mcs_lev,0.0,0.25,1.0,0.75,Cl2,2
a869,mcs_lev,0.0,0.0,0.25,0.5,Cl1,1
a870,mcs_lev,1.0,0.75,0.75,0.0,Cl4,4
a871,mcs_lev,0.75,0.75,0.75,0.75,Cl4,4
a872,mcs_lev,0.75,0.5,0.75,0.0,Cl3,3
a873,mcs_lev,0.75,1.0,0.25,0.5,Cl4,4
a874,mcs_lev,0.25,0.0,0.5,0.75,Cl1,1
a875,mcs_lev,0.5,1.0,0.0,0.5,Cl4,4
a876,mcs_lev,0.25,0.5,0.75,0.0,Cl2,2
a877,mcs_lev,0.25,0.75,1.0,1.0,Cl3,3
a878,mcs_lev,0.75,0.5,0.0,0.0,Cl3,3
a879,mcs_lev,1.0,0.0,1.0,0.25,Cl3,3
a880,mcs_lev,1.0,0.0,0.75,0.0,Cl2,2
a881,mcs_lev,1.0,0.75,0.25,0.5,Cl4,4
a882,mcs_lev,1.0,0.5,0.5,1.0,Cl4,4
a883,mcs_lev,1.0,0.0,0.25,0.5,Cl3,3
a884,mcs_lev,0.75,0.25,0.25,1.0,Cl3,3
a885,mcs_lev,0.5,0.5,0.5,1.0,Cl3,3
a886,mcs_lev,0.0,0.5,0.0,0.75,Cl2,2
a887,mcs_lev,0.5,0.25,1.0,0.75,Cl3,3
a888,mcs_lev,0.5,0.0,0.5,1.0,Cl2,2
a889,mcs_lev,1.0,0.5,0.75,1.0,Cl4,4
a890,mcs_lev,0.75,0.0,0.75,0.5,Cl2,2
a891,mcs_lev,0.5,0.0,0.75,0.0,Cl1,1
a892,mcs_lev,0.0,0.0,0.75,0.0,Cl1,1
a893,mcs_lev,0.25,0.75,0.25,0.75,Cl3,3
a894,mcs_lev,1.0,0.75,0.0,1.0,Cl4,4
a895,mcs_lev,0.5,0.5,0.25,0.0,Cl2,2
a896,mcs_lev,0.0,1.0,0.75,0.0,Cl3,3
a897,mcs_lev,0.25,1.0,0.75,0.25,Cl3,3
a898,mcs_lev,0.0,1.0,1.0,0.0,Cl3,3
a899,mcs_lev,0.0,0.0,1.0,0.25,Cl1,1
a900,mcs_lev,0.25,0.75,0.0,0.75,Cl3,3
a901,mcs_lev,0.5,0.25,1.0,0.0,Cl2,2
a902,mcs_lev,1.0,0.0,0.0,0.75,Cl3,3
a903,mcs_lev,0.0,0.25,1.0,0.5,Cl1,1
a904,mcs_lev,1.0,1.0,0.0,0.0,Cl4,4
a905,mcs_lev,0.25,0.75,0.5,1.0,Cl3,3
a906,mcs_lev,0.75,1.0,0.5,0.0,Cl4,4
a907,mcs_lev,0.0,0.0,0.0,0.75,Cl1,1
a908,mcs_lev,0.75,0.75,0.0,0.0,Cl3,3
a909,mcs_lev,0.25,0.25,0.75,0.5,Cl2,2
a910,mcs_lev,0.5,0.5,0.0,0.25,Cl2,2
a911,mcs_lev,0.0,0.5,1.0,0.25,Cl2,2
a912,mcs_lev,0.75,0.5,0.75,0.0,Cl3,3
a913,mcs_lev,0.25,1.0,0.5,0.25,Cl3,3
a914,mcs_lev,0.25,0.75,1.0,0.25,Cl3,3
a915,mcs_lev,1.0,1.0,0.25,0.0,Cl4,4
a916,mcs_lev,0.25,0.25,0.5,0.75,Cl2,2
a917,mcs_lev,1.0,0.25,0.25,0.0,Cl3,3
a918,mcs_lev,0.75,0.0,0.25,0.0,Cl2,2
a919,mcs_lev,0.0,0.0,0.0,0.5,Cl1,1
a920,mcs_lev,1.0,0.25,0.5,0.5,Cl3,3
a921,mcs_lev,0.25,1.0,0.5,0.25,Cl3,3
a922,mcs_lev,0.25,0.75,0.25,0.5,Cl3,3
a923,mcs_lev,0.0,0.75,1.0,1.0,Cl3,3
a924,mcs_lev,0.75,1.0,0.5,0.5,Cl4,4
a925,mcs_lev,0.25,0.5,0.25,0.5,Cl2,2
a926,mcs_lev,1.0,0.75,0.25,0.25,Cl4,4
a927,mcs_lev,0.75,0.0,0.75,1.0,Cl3,3
a928,mcs_lev,0.0,0.75,1.0,0.0,Cl2,2
a929,mcs_lev,0.0,0.75,1.0,1.0,Cl3,3
a930,mcs_lev,0.0,0.5,0.5,0.5,Cl2,2
a931,mcs_lev,1.0,0.75,0.25,0.5,Cl4,4
a932,mcs_lev,0.0,0.75,0.75,0.25,Cl2,2
a933,mcs_lev,0.25,0.5,0.0,1.0,Cl3,3
a934,mcs_lev,0.0,1.0,1.0,1.0,Cl3,3
a935,mcs_lev,1.0,0.75,0.25,0.5,Cl4,4
a936,mcs_lev,0.75,1.0,0.25,0.0,Cl4,4
a937,mcs_lev,1.0,0.75,0.25,1.0,Cl4,4
a938,mcs_lev,0.5,0.25,0.0,0.5,Cl2,2
a939,mcs_lev,1.0,1.0,0.25,1.0,Cl4,4
a940,mcs_lev,0.5,0.0,0.5,0.5,Cl2,2
a941,mcs_lev,1.0,0.5,0.75,0.5,Cl4,4
a942,mcs_lev,0.5,1.0,0.75,1.0,Cl4,4
a943,mcs_lev,0.0,1.0,0.0,0.5,Cl3,3
a944,mcs_lev,0.5,0.25,1.0,0.5,Cl2,2
a945,mcs_lev,0.0,0.25,0.75,0.25,Cl1,1
a946,mcs_lev,1.0,1.0,0.5,0.5,Cl4,4
a947,mcs_lev,0.0,0.25,1.0,0.0,Cl1,1
a948,mcs_lev,0.75,1.0,1.0,0.25,Cl4,4
a949,mcs_lev,0.75,0.75,0.25,0.5,Cl4,4
a950,mcs_lev,0.25,0.25,0.0,0.5,Cl2,2
a951,mcs_lev,0.75,0.75,0.0,1.0,Cl4,4
a952,mcs_lev,1.0,0.5,0.75,0.25,Cl3,3
a953,mcs_lev,0.75,0.0,1.0,0.25,Cl2,2
a954,mcs_lev,0.5,0.25,0.5,0.25,Cl2,2
a955,mcs_lev,1.0,0.75,0.0,0.0,Cl3,3
a956,mcs_lev,0.75,1.0,0.75,0.75,Cl4,4
a957,mcs_lev,0.75,0.0,0.0,0.5,Cl2,2
a958,mcs_lev,0.75,0.25,0.5,0.75,Cl3,3
a959,mcs_lev,0.25,1.0,0.0,0.75,Cl3,3
a960,mcs_lev,0.25,1.0,0.0,0.5,Cl3,3
a961,mcs_lev,0.0,0.25,0.5,1.0,Cl2,2
a962,mcs_lev,0.75,0.5,0.25,0.0,Cl3,3
a963,mcs_lev,0.5,0.5,0.75,0.5,Cl3,3
a964,mcs_lev,0.5,0.5,0.25,0.25,Cl3,3
a965,mcs_lev,0.0,0.5,0.5,0.0,Cl1,1
a966,mcs_lev,0.0,0.75,0.0,0.0,Cl2,2
a967,mcs_lev,0.75,0.75,1.0,0.75,Cl4,4
a968,mcs_lev,0.5,0.25,0.5,0.0,Cl2,2
a969,mcs_lev,0.5,1.0,0.0,0.5,Cl4,4
a970,mcs_lev,0.0,0.5,0.25,0.25,Cl2,2
a971,mcs_lev,0.75,0.0,1.0,0.0,Cl2,2
a972,mcs_lev,1.0,1.0,1.0,0.5,Cl4,4
a973,mcs_lev,0.75,0.25,0.5,0.75,Cl3,3
a974,mcs_lev,1.0,1.0,0.5,0.5,Cl4,4
a975,mcs_lev,0.0,0.0,0.75,1.0,Cl1,1
a976,mcs_lev,0.25,1.0,0.25,1.0,Cl4,4
a977,mcs_lev,0.25,0.0,1.0,0.75,Cl2,2
a978,mcs_lev,0.5,0.0,0.0,1.0,Cl2,2
a979,mcs_lev,0.25,1.0,0.5,0.0,Cl3,3
a980,mcs_lev,0.0,1.0,0.75,0.0,Cl3,3
a981,mcs_lev,0.0,1.0,0.75,0.75,Cl3,3
a982,mcs_lev,0.25,0.75,0.75,1.0,Cl3,3
a983,mcs_lev,0.0,0.5,0.25,0.75,Cl2,2
a984,mcs_lev,1.0,0.75,0.25,0.75,Cl4,4
a985,mcs_lev,0.5,0.5,0.75,0.0,Cl2,2
a986,mcs_lev,0.5,0.0,0.25,0.0,Cl1,1
a987,mcs_lev,1.0,0.75,0.25,0.5,Cl4,4
a988,mcs_lev,0.5,0.75,0.25,0.5,Cl3,3
a989,mcs_lev,0.75,0.0,0.25,0.0,Cl2,2
a990,mcs_lev,1.0,0.0,1.0,0.5,Cl3,3
a991,mcs_lev,0.0,0.0,0.75,0.5,Cl1,1
a992,mcs_lev,0.75,0.0,0.5,0.0,Cl2,2
a993,mcs_lev,0.25,0.5,0.0,0.5,Cl2,2
a994,mcs_lev,1.0,1.0,1.0,0.0,Cl4,4
a995,mcs_lev,1.0,1.0,0.5,0.25,Cl4,4
a996,mcs_lev,0.75,0.75,0.5,0.5,Cl4,4
a997,mcs_lev,0.75,0.5,0.0,0.75,Cl3,3
a998,mcs_lev,0.75,1.0,0.0,0.75,Cl4,4
a999,mcs_lev,0.75,1.0,0.75,0.5,Cl4,4
a1000,mcs_lev,0.5,0.0,0.5,1.0,Cl2,2
