alternative_id,dataset_id,g1,g2,g3,g4,g5,class_label,class_index
a687,mcs_mmg,0.054545,0.179487,0.0,0.5,1.0,Cl1,1
a688,mcs_mmg,0.072727,0.564103,0.333333,0.0,1.0,Cl1,1
a689,mcs_mmg,0.090909,0.012821,0.666667,0.75,1.0,Cl1,1
a690,mcs_mmg,0.0,0.628205,0.0,1.0,0.0,Cl2,2
a691,mcs_mmg,1.0,0.769231,0.333333,0.0,0.666667,Cl2,2
a692,mcs_mmg,0.090909,0.25641,1.0,0.75,0.333333,Cl2,2
a693,mcs_mmg,0.072727,0.884615,1.0,0.25,0.333333,Cl2,2
a694,mcs_mmg,1.0,0.705128,0.666667,0.0,0.666667,Cl2,2
a695,mcs_mmg,0.0,0.192308,0.666667,0.5,0.666667,Cl1,1
a696,mcs_mmg,1.0,0.012821,0.666667,0.5,0.0,Cl1,1
a697,mcs_mmg,1.0,0.179487,0.333333,0.75,0.666667,Cl2,2
a698,mcs_mmg,0.109091,0.384615,0.333333,0.5,0.0,Cl1,1
a699,mcs_mmg,1.0,0.833333,0.0,1.0,0.333333,Cl2,2
a700,mcs_mmg,0.054545,0.205128,0.666667,1.0,0.0,Cl1,1
a701,mcs_mmg,0.054545,0.641026,0.0,0.0,0.0,Cl1,1
a702,mcs_mmg,0.090909,0.679487,1.0,0.25,0.0,Cl2,2
a703,mcs_mmg,0.109091,0.474359,0.0,0.25,0.0,Cl1,1
a704,mcs_mmg,0.072727,0.038462,1.0,1.0,0.666667,Cl2,2
a705,mcs_mmg,1.0,0.666667,0.0,0.0,1.0,Cl2,2
a706,mcs_mmg,0.054545,0.333333,0.666667,0.0,0.333333,Cl1,1
a707,mcs_mmg,0.0,0.679487,0.0,0.75,0.666667,Cl2,2
a708,mcs_mmg,0.036364,0.487179,1.0,0.25,0.0,Cl1,1
a709,mcs_mmg,0.072727,0.705128,0.666667,0.5,0.333333,Cl2,2
a710,mcs_mmg,0.109091,0.192308,0.666667,0.25,1.0,Cl1,1
a711,mcs_mmg,0.109091,0.410256,0.333333,0.5,0.333333,Cl1,1
a712,mcs_mmg,0.054545,0.782051,0.666667,0.5,0.0,Cl2,2
a713,mcs_mmg,0.072727,0.525641,1.0,0.75,1.0,Cl2,2
a714,mcs_mmg,0.054545,0.564103,0.666667,0.25,1.0,Cl2,2
a715,mcs_mmg,0.072727,0.0,0.0,0.75,1.0,Cl1,1
a716,mcs_mmg,0.109091,0.807692,0.0,0.25,0.333333,Cl1,1
a717,mcs_mmg,0.090909,0.666667,0.666667,0.25,0.333333,Cl2,2
a718,mcs_mmg,0.109091,0.141026,0.666667,0.5,0.0,Cl1,1
a719,mcs_mmg,0.054545,0.012821,0.666667,0.25,0.333333,Cl1,1
a720,mcs_mmg,1.0,0.24359,0.666667,0.75,0.666667,Cl2,2
a721,mcs_mmg,0.090909,0.038462,0.0,0.75,0.333333,Cl1,1
a722,mcs_mmg,0.0,0.410256,0.333333,1.0,0.333333,Cl2,2
a723,mcs_mmg,0.072727,0.461538,0.0,0.25,0.0,Cl1,1
a724,mcs_mmg,1.0,0.448718,0.0,0.75,0.0,Cl2,2
a725,mcs_mmg,0.0,0.179487,0.0,0.75,0.666667,Cl1,1
a726,mcs_mmg,0.072727,0.24359,0.666667,1.0,0.666667,Cl2,2
a727,mcs_mmg,0.072727,0.692308,1.0,0.0,1.0,Cl2,2
a728,mcs_mmg,1.0,0.615385,1.0,1.0,1.0,Cl2,2
a729,mcs_mmg,1.0,0.205128,1.0,0.25,0.333333,Cl2,2
a730,mcs_mmg,0.0,0.012821,1.0,0.0,0.0,Cl1,1
a731,mcs_mmg,0.109091,0.858974,0.666667,0.75,0.333333,Cl2,2
a732,mcs_mmg,0.109091,1.0,0.333333,0.25,1.0,Cl2,2
a733,mcs_mmg,0.072727,0.461538,0.333333,0.5,0.666667,Cl1,1
a734,mcs_mmg,0.090909,0.794872,1.0,0.5,0.333333,Cl2,2
a735,mcs_mmg,0.072727,0.628205,0.333333,0.0,1.0,Cl1,1
a736,mcs_mmg,0.109091,0.564103,0.0,0.0,0.0,Cl1,1
a737,mcs_mmg,0.072727,0.717949,1.0,0.25,0.0,Cl2,2
a738,mcs_mmg,0.090909,0.589744,1.0,0.5,0.0,Cl2,2
a739,mcs_mmg,0.054545,0.269231,1.0,0.0,0.666667,Cl1,1
a740,mcs_mmg,1.0,0.769231,0.0,0.25,0.333333,Cl2,2
a741,mcs_mmg,0.109091,0.807692,0.0,0.0,0.666667,Cl1,1
a742,mcs_mmg,1.0,0.435897,0.666667,0.75,0.333333,Cl2,2
a743,mcs_mmg,0.0,0.0,1.0,0.5,0.0,Cl1,1
a744,mcs_mmg,0.036364,0.602564,0.0,0.5,0.666667,Cl1,1
a745,mcs_mmg,0.054545,0.730769,0.333333,1.0,0.0,Cl2,2
a746,mcs_mmg,0.072727,0.025641,1.0,0.25,1.0,Cl1,1
a747,mcs_mmg,0.036364,0.012821,0.666667,0.5,0.666667,Cl1,1
a748,mcs_mmg,0.0,0.397436,0.666667,0.5,1.0,Cl2,2
a749,mcs_mmg,1.0,0.102564,0.666667,0.75,0.333333,Cl2,2
a750,mcs_mmg,0.072727,0.371795,0.666667,0.0,0.0,Cl1,1
a751,mcs_mmg,0.109091,0.448718,0.0,0.5,0.666667,Cl1,1
a752,mcs_mmg,0.090909,0.666667,0.666667,0.0,1.0,Cl2,2
a753,mcs_mmg,1.0,0.25641,0.333333,0.0,0.0,Cl1,1
a754,mcs_mmg,0.054545,0.576923,0.666667,0.25,1.0,Cl2,2
a755,mcs_mmg,0.0,0.807692,1.0,0.5,1.0,Cl2,2
a756,mcs_mmg,0.109091,0.525641,0.0,0.75,0.333333,Cl1,1
a757,mcs_mmg,1.0,0.294872,0.666667,0.25,0.0,Cl1,1
a758,mcs_mmg,0.054545,0.794872,0.0,0.25,1.0,Cl2,2
a759,mcs_mmg,0.0,0.846154,0.666667,0.75,0.0,Cl2,2
a760,mcs_mmg,1.0,0.679487,1.0,0.75,1.0,Cl2,2
a761,mcs_mmg,0.054545,0.217949,0.666667,0.0,0.666667,Cl1,1
a762,mcs_mmg,0.036364,0.0,0.333333,0.0,0.666667,Cl1,1
a763,mcs_mmg,1.0,0.269231,0.333333,0.0,1.0,Cl1,1
a764,mcs_mmg,0.109091,0.230769,0.0,0.0,0.0,Cl1,1
a765,mcs_mmg,0.054545,0.358974,0.0,0.75,0.333333,Cl1,1
a766,mcs_mmg,0.109091,0.961538,0.0,0.5,0.333333,Cl2,2
a767,mcs_mmg,0.090909,0.435897,0.0,0.5,0.0,Cl1,1
a768,mcs_mmg,0.0,0.615385,0.0,0.0,0.333333,Cl1,1
a769,mcs_mmg,1.0,0.294872,1.0,0.75,0.666667,Cl2,2
a770,mcs_mmg,1.0,0.397436,1.0,1.0,0.0,Cl2,2
a771,mcs_mmg,0.036364,0.833333,0.0,1.0,0.333333,Cl2,2
a772,mcs_mmg,1.0,0.871795,0.0,0.75,0.0,Cl2,2
a773,mcs_mmg,0.054545,0.153846,0.0,0.0,0.666667,Cl1,1
a774,mcs_mmg,1.0,0.769231,1.0,0.75,1.0,Cl2,2
a775,mcs_mmg,0.036364,0.615385,0.0,0.75,0.0,Cl1,1
a776,mcs_mmg,0.090909,0.75641,1.0,1.0,0.333333,Cl2,2
a777,mcs_mmg,0.036364,0.012821,0.666667,0.25,0.0,Cl1,1
a778,mcs_mmg,0.0,0.192308,1.0,0.0,0.0,Cl1,1
a779,mcs_mmg,0.036364,0.397436,0.666667,1.0,0.0,Cl2,2
a780,mcs_mmg,0.0,0.24359,0.0,1.0,0.0,Cl1,1
a781,mcs_mmg,0.109091,0.089744,0.666667,0.0,0.333333,Cl1,1
a782,mcs_mmg,0.0,0.833333,0.333333,0.75,1.0,Cl2,2
a783,mcs_mmg,0.090909,0.128205,0.333333,0.75,0.0,Cl1,1
a784,mcs_mmg,0.054545,0.5,0.0,0.75,0.333333,Cl1,1
a785,mcs_mmg,0.0,0.141026,0.0,0.0,1.0,Cl1,1
a786,mcs_mmg,0.109091,0.717949,0.0,0.25,0.0,Cl1,1
a787,mcs_mmg,0.054545,0.410256,1.0,0.0,1.0,Cl1,1
a788,mcs_mmg,1.0,0.230769,0.0,1.0,0.666667,Cl2,2
a789,mcs_mmg,0.072727,0.538462,0.333333,0.25,0.666667,Cl1,1
a790,mcs_mmg,0.036364,0.5,1.0,0.0,0.666667,Cl1,1
a791,mcs_mmg,0.090909,0.166667,0.666667,1.0,1.0,Cl2,2
a792,mcs_mmg,0.054545,0.871795,0.0,1.0,0.666667,Cl2,2
a793,mcs_mmg,0.090909,0.282051,0.0,0.5,1.0,Cl1,1
a794,mcs_mmg,0.090909,0.423077,0.0,0.25,1.0,Cl1,1
a795,mcs_mmg,0.054545,0.025641,1.0,0.75,1.0,Cl2,2
a796,mcs_mmg,1.0,0.025641,1.0,0.5,1.0,Cl2,2
a797,mcs_mmg,0.109091,0.576923,1.0,0.5,0.666667,Cl2,2
a798,mcs_mmg,0.072727,0.115385,0.0,0.25,0.0,Cl1,1
a799,mcs_mmg,0.072727,0.576923,0.0,0.75,0.666667,Cl2,2
a800,mcs_mmg,0.109091,0.384615,0.333333,0.0,0.666667,Cl1,1
a801,mcs_mmg,1.0,0.128205,0.666667,0.75,0.666667,Cl2,2
a802,mcs_mmg,0.054545,0.025641,1.0,0.0,0.666667,Cl1,1
a803,mcs_mmg,0.036364,0.730769,0.0,0.5,0.666667,Cl2,2
a804,mcs_mmg,0.054545,0.205128,0.666667,1.0,0.333333,Cl2,2
a805,mcs_mmg,0.090909,0.602564,0.333333,0.0,0.666667,Cl1,1
a806,mcs_mmg,0.036364,0.320513,0.333333,0.5,0.333333,Cl1,1
a807,mcs_mmg,1.0,0.230769,0.0,0.5,1.0,Cl1,1
a808,mcs_mmg,1.0,0.794872,1.0,1.0,0.0,Cl2,2
a809,mcs_mmg,0.109091,0.410256,0.0,1.0,0.0,Cl1,1
a810,mcs_mmg,0.036364,0.153846,1.0,0.75,0.0,Cl1,1
a811,mcs_mmg,0.109091,0.307692,1.0,0.5,0.0,Cl1,1
a812,mcs_mmg,0.072727,0.294872,0.0,0.5,1.0,Cl1,1
a813,mcs_mmg,0.036364,0.538462,0.0,1.0,1.0,Cl2,2
a814,mcs_mmg,0.036364,0.525641,0.666667,0.0,0.0,Cl1,1
a815,mcs_mmg,0.109091,0.371795,1.0,0.5,0.0,Cl1,1
a816,mcs_mmg,0.036364,0.666667,0.666667,0.0,0.333333,Cl1,1
a817,mcs_mmg,0.0,0.782051,0.0,0.5,0.0,Cl1,1
a818,mcs_mmg,0.0,0.679487,0.666667,1.0,0.0,Cl2,2
a819,mcs_mmg,1.0,0.448718,0.666667,1.0,1.0,Cl2,2
a820,mcs_mmg,0.109091,0.75641,0.0,0.75,0.333333,Cl2,2
a821,mcs_mmg,0.036364,0.846154,0.666667,0.5,0.0,Cl2,2
a822,mcs_mmg,0.0,0.653846,1.0,0.5,0.333333,Cl2,2
a823,mcs_mmg,1.0,0.448718,1.0,0.75,0.0,Cl2,2
a824,mcs_mmg,1.0,0.435897,0.0,0.0,1.0,Cl1,1
a825,mcs_mmg,1.0,0.358974,1.0,0.0,0.333333,Cl2,2
a826,mcs_mmg,0.036364,0.179487,0.666667,0.25,1.0,Cl1,1
a827,mcs_mmg,0.109091,0.589744,1.0,1.0,1.0,Cl2,2
a828,mcs_mmg,0.054545,0.871795,1.0,1.0,1.0,Cl2,2
a829,mcs_mmg,0.109091,0.512821,0.333333,1.0,0.0,Cl2,2
a830,mcs_mmg,0.0,0.538462,0.666667,0.75,0.666667,Cl2,2
